YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)",source
2015,11.3,NQ,"SAR, TI",0.028,A 6b 46GS/s ADC with >23GHz BW and Sparkle-Code Error Correction,This paper presents a 6b 46GS/s 72-way hierarchically time-interleaved asynchronous SAR ADC utilizing cascode samplers to achieve >23GHz BW. A back-end meta-stability correction circuit enables sparkle-code error-free operation over 1e10 samples. The 28nm FDSOI ADC achieves 27dB SNDR (low frequency)/25.2dB (at 23.5GHz) while consuming 381mW from 1.05V/1.6V supplies and occupies 0.14mm2.,Y. Duan and E. Alon,VDD = 1.05/1.6 V,,0.14,27,23000000000,25.2,27,,,32,25.2,3.81E-01,4.60E+10,1,4.60E+10,8.28E+00,452.9,557.3,134.8,133,1.21E-08,239.64,VLSI
2015,18.1,OS,SDCT,0.04,A 75 MHz BW 68dB DR CT-ä? Modulator with Single Amplifier Biquad Filter and a Broadband Low-Power Common-Gate Summing Technique,"A wide bandwidth, power efficient continuous-time ä? modulator (CTä?M) is presented. The modulator introduces a 3rd order filter implemented with a lossless integrator and a multiple-feedback (MFB) single-amplifier biquad (SAB) with embedded loop stability compensation. An active summing block is implemented with a common-gate amplifier followed by a transimpedance amplifier (TIA) that achieves optimum bandwidth (BW) vs power consumption tradeoff, making it suitable for over GHz operation. Fabricated in 40 nm CMOS, and clocked at 3.2 GHz, the CTä?M achieves a signal-to-noise and distortion ratio (SNDR) of 64.9 dB over 75 MHz BW while consuming 22.8 mW of power. The obtained Walden?s Figure of Merit (FoM) is 106 fJ/conv-step.","C. Briseno-Vidrios, A. Edward, A. Shafik, S. Palermo and J. Silva-Martinez",VDD = 1.1V,,0.09,,75000000,64.9,65.4,67.7,74.5,,64.9,2.28E-02,3.20E+09,21,1.50E+08,1.52E+02,,105.8,,160.1,7.05E-07,241.83,VLSI
2015,18.2,OS,"SDCT, VCO",0.065,A 54mW 1.2GS/s 71.5dB SNDR 50MHz BW VCO-Based CT ?ä ADC Using Dual Phase/Frequency Feedback in 65nm CMOS,,"K. Reddy, S. Dey, S. Rao, B. Young, P. Prabha and P. K. Hanumolu", ,,0.5,,50000000,71.5,71.7,72,,90,71.5,5.40E-02,1.20E+09,12,1.00E+08,5.40E+02,,175.8,,161.2,1.76E-06,241.17,VLSI
2015,18.3,OS,SDCT,0.13,A 7.2 mW 75.3 dB SNDR 10 MHz BW CT Delta-Sigma Modulator Using Gm-C-Based Noise-Shaped Quantizer and Digital Integrator,"A 3rd order continuous-time delta-sigma modulator using a Gm-C based noise-shaped integrating quantizer (NSIQ) with a digital back-end integrator is presented in this paper. By incorporating the back-end digital integrator, the conventional tradeoff between resolution and speed in time-based quantization is alleviated. Therefore by using only three clock edges and a low-power Gm-C, effective 4-bit quantization is achieved which also provides first order noise-shaping. The zero-crossing comparator is replaced by a preamplifier and three latches. The proposed modulator was fabricated in a 0.13?m CMOS process with an active area of 0.08mm2. It operates at 640 MHz and achieves a peak SNDR of 75.3 dB and a peak SFDR of 94.1 dB in a 10 MHz bandwidth while consuming 7.2 mW from a 1.2V power supply.","T. Kim, C. Han and N. Maghari",VDD=1.2V,,0.08,,10000000,75.3,75.5,78.5,,94.1,75.3,7.20E-03,6.40E+08,32,2.00E+07,3.60E+02,,75.7,,166.7,3.78E-06,239.74,VLSI
2015,18.4,OS,SDCT,0.016,A 16nm FinFet 19/39MHz 78/72dB DR Noise-Injected Aggregated CTSDM ADC for Configurable LTE Advanced CCA/NCCA Application,"A 39MHz bandwidth (BW) CTSDM ADC realized by aggregating two 19MHz BW CTSDM ADCs with a noise-injected technique is presented. The in-band noise is improved by 4.77dB by this technique. The ADC samples at 832MS/s, achieves 72dB DR in 39MHz BW and 78dB DR in 19MHz BW. This aggregated ADC is implemented in 16-nm FinFet technology with 0.23 mm2 active area and 6.2 mW per ADC, and thereby achieves FoMDR of 167.1dB in 39MHz BW, and FoMDR of 173.4dB in 19MHz BW.","T.-K. Kao, P. Chen, J.-Y. Tsai and P.-C. Chiu", ,,0.23,,39000000,67.7,,78.5,,,67.7,1.24E-02,8.32E+08,11,7.80E+07,1.59E+02,,80.2,,162.7,1.03E-06,241.6,VLSI
2015,18.5,OS,SDCT,0.04,A 10/20/30/40 MHz Feed-Forward FIR DAC Continuous-Time ?ä ADC with Robust Blocker Performance for Radio Receivers,"The first (single-bit) feed-forward (FF) FIR DAC continuous-time (CT)-?ä ADC is presented for cellular radio applications. It provides a robust loop delay compensation with no performance degradation in the presence of radio out-of-band blockers; a known drawback of FF CT-?ä ADCs. At 20/30/40 MHz operation, the FOM is less than or equal to 36 fJ/conv. At 10 MHz operation, the FOM is 50 fJ/conv. The equivalent FOM for a 20-MHz-only design is 28 fJ/conv. It occupies 0.0194 mm2 in 40 nm CMOS.","S. Loeda, J. Harrison, F. Pourchet and A. Adams",Data for 40MHz,,0.0194,,40000000,66.9,,67.8,,,66.9,5.25E-03,2.40E+09,30,8.00E+07,6.56E+01,,36.3,,165.7,4.54E-07,244.75,VLSI
2015,21.1,OS,SDCT,0.065,A 0.7 V 256 ?W ?ä Modulator with Passive RC Integrators Achieving 76 dB DR in 2 MHz BW,"A continuous-time (CT) delta-sigma modulator (?äM), with 27.5 fJ/conv.-step energy efficiency, employing passive RC integrators is proposed. A simple differential pair is incorporated in the loop-filter between each passive RC integrator and, the extra required gain in the loop is obtained in the comparator. Due to the many design issues, such as the trade-off between RC variations and loop stability, the modulator is optimized using genetic algorithms (GAs). The 65 nm CMOS ?äM, occupying only 0.013 mm2, dissipates 256 ?W from a 0.7 V supply and achieves a peak SNDR of 69.1 dB with 2 MHz bandwidth (BW). The dynamic range (DR) reaches 76.2 dB, which corresponds to a FoMSchreier of 175.1 dB.","J. L. A. de Melo, J. Goes and N. Paulino",VDD = 0.7V,,0.013,,2000000,69.1,,76.2,,,69.1,2.56E-04,3.20E+08,80,4.00E+06,6.40E+01,,27.5,,168,6.87E-06,234.05,VLSI
2015,21.2,OS,SDCT,0.028,"A 13-ENOB, 5 MHz BW, 3.16 mW Multi-Bit Continuous-Time ?ä ADC in 28 nm CMOS with Excess-Loop-Delay Compensation Embedded in SAR Quantizer","A 13-ENOB, 5 MHz BW, 3.16 mW 3-bit continuous-time ?ä ADC sampling at 432 MHz is presented. For power efficiency, this design utilizes a hybrid feedback feed-forward loop topology with SAR quantizer, feed-forward compensated amplifiers, and push-pull DACs. Further power efficiency is gained by performing excess-loop-delay compensation (ELDC) using the SAR quantizer SC-DAC, which reduces power overhead from ELDC to a negligible level. A 94 dB SFDR is achieved through feedback-DAC calibration. The 0.066 mm2 design is fabricated in 28 nm CMOS and achieves FoMs of 36.4 fJ/step and 175.9 dB.","G. Wei, P. Shettigar, F. Su, X. Yu and T. Kwan",VDD = 0.9/1.8V,,0.066,,5000000,80.5,,83.9,,94,80.5,3.16E-03,4.32E+08,43,1.00E+07,3.16E+02,,36.5,,172.5,3.65E-06,242.49,VLSI
2015,21.3,OS,SDCT,0.065,A Low-Power Gm-C-Based CT-?ä Audio-Band ADC in 1.1V 65nm CMOS,"A low power CT-?ä is presented which achieves 92dBA of dynamic range while consuming only 110?A from a 1.1V supply in 65nm. The ADC exploits the inherent virtual ground of the ?ä loop to enable low power Gm-C integrators, and a simplified excess loop-delay compensation scheme. A common-mode feedback circuit which enables low voltage operation is also presented.","I. Ahmed, J. Cherry, A. Hasan, A. Nafee, D. Halupka, Y. Allasasmeh and M. Snelgrove",VDD = 1.1V,,0.6,,24000,85,,88,,,85,1.21E-04,3.07E+06,64,4.80E+04,2.52E+03,,173.4,,168,3.61E-03,214.79,VLSI
2016,3.1,OS,SAR,0.028,"A 97.99 dB SNDR, 2 kHz BW, 37.1 ?W Noise-Shaping SAR ADC with Dynamic Element Matching and Modulation Dither Effect","A 97.99 dB SNDR, 2 kHz bandwidth noise-shaping SAR ADC was fabricated in 28 nm CMOS process. By integrating residue of 12 bit SAR AD conversion with 3rd order integrator, ä modulation is achieved and noise floor of AD conversion is shaped. Distortion due to mismatch of capacitive DAC is eliminated by introducing dynamic element matching (DEM) technique and by utilizing modulation dither effect. The ADC consumes 37.1 ?W with 100 kHz sampling speed and achieves Schreier?s figure of merit (FoMs) of 175.3 dB.","K. Obata, K. Matsukawa, T. Miki, Y. Tsukamoto and K. Sushihara",VDD=1.55/0.75V,,0.116,,2000,98,98.57,,,111.8,98,3.71E-05,1.00E+05,25,4.00E+03,9.28E+03,,143,,175.3,3.57E-02,211.33,VLSI
2016,3.2,OS,Incremental,0.18,A 35?W 96.8dB SNDR 1 kHz BW Multi-Step Incremental ADC Using Multi-Slope Extended Counting with a Single Integrator,"A multi-step incremental ADC (IADC) with multi-slope extended counting is presented. In the proposed IADC, the accuracy is enhanced by reconfiguring it as a multi-slope ADC in two additional steps. For the same accuracy, the conversion cycle is shortened by a factor of about 29 as compared to the single-step IADC. Fabricated in 0.18-?m CMOS process, the prototype ADC operates at 642 kHz and achieves a peak SNDR = 96.8 dB and DR = 99.7 dB over a 1 kHz bandwidth. The power consumption is 35 ?W, which results in an excellent Schreier FoM of 174.6 dB.","Y. Zhang, C.-H. Chen, T. He and G. C. Temes",VDD = 1.5V,,0.5,,1000,96.8,,99.7,,,96.8,3.46E-05,6.42E+05,321,2.00E+03,1.73E+04,,305.9,,171.4,1.53E-01,204.42,VLSI
2016,3.3,OS,"SAR, VCO",0.04,A 18.5?fJ/step VCO?Based 0?1 MASH DS ADC with Digital Background Calibration,A scaling-friendly and energy-efficient 0-1 MASH ?ä ADC is proposed in this work. An 8b SAR is used as the 1st stage for coarse quantization. A ring VCO is used as the 2nd stagefor fine quantization. The proposed ADC uses digital background calibration to track VCO gain variation across PVT. A 40nm CMOS prototype achieves a Walden FoM of 18.5 fJ/conv-step while operating from 1.1V supply.,"A. Sanyal, N. Sun",VDD = 1.1V,,0.03,,1000000,74.3,,,,,74.3,3.50E-04,3.60E+07,9,4.00E+06,8.75E+01,,20.6,,171.9,5.16E-06,237.89,VLSI
2016,3.4,OS,SDCT,0.065,"A 13.3mW 60MHz Bandwidth, 76dB DR 6GS/s CTDS M with Time Interleaved FIR Feedback","We present a wideband single-bit CT?M that uses a 2x time-interleaved quantizer and FIR DAC. Time interleaving reduces power dissipation and regeneration errors of the FIR DAC when compared to a full rate implementation. Fabricated in a low leakage 65nm CMOS, the prototype modulator operates at 6 GS/s and achieves 67.6/76 dB SNDR/DR in a 60 MHz bandwidth while consuming 13.3 mW. The FoM is 56.5 fJ/conv-step.","A.Jain, S.Pavan",VDD = 1.4V,,0.07,,19900000,67.6,68.8,76,,77.4,67.6,1.33E-02,6.00E+09,50,1.20E+08,1.11E+02,,56.5,,164.1,4.71E-07,244.93,VLSI
2016,5.4,NQ,"SAR, TI",0.016,A 56Gb/s PAM4 Wireline Transceiver using a 32-way Time-Interleaved SAR ADC in 16nm FinFET,"A 56Gb/s PAM4 wireline transceiver testchip is implemented in 16nm FinFET. The CML transmitter incorporates an auxiliary current injection at the output nodes to maintain PAM4 amplitude linearity. The receiver consists of continuous-time linear equalizers with constant DC-gain and a 28GSa/s 32-way time-interleaved SAR ADC. The transceiver achieves 1e-8 BER over a backplane channel with 25dB loss at 14GHz while consuming 550mW power, excluding DSP.","Yohan Frans, Mohamed Elzeftawi, Hiva Hedayati, Jay Im, Vassili Kireev, Toan Pham, Jaewook Shin, Parag Upadhyaya, Lei Zhou, Santiago Asuncion, Chris Borrelli, Geoff Zhang, Hongtao Zhang, Ken Chang",VDD= 0.9V,,,40.9,14000000000,31.5,,,,39.1,31.5,2.80E-01,2.80E+10,1,2.80E+10,1.00E+01,110.4,325.7,147.9,138.5,1.16E-08,242.96,VLSI
2016,8.4,NQ,SAR,0.13,Multi-modal Smart Bio-sensing SoC Platform with >80dB SNR 35?A PPG RX Chain,"A multi-modal analog front end (AFE) and ultra-low energy bio-sensing CMOS SoC is presented. System/ circuit techniques enable signal path duty cycles as low as sub-1% and result in a 35?A Photo Plethysmography (PPG) RX Chain ? 5X lower than published state of the art ? while maintaining overall SNR > 80dBFS. The signal chain is adaptively synchronized by an ultra-low power FSM and includes a 1.3?W 14b 1kSPS SAR A/D. Input signal-aware, real-time data path adaptation is achieved by leveraging on-the-fly algorithms running on an external microcontroller (?C) to further reduce system energy. A programmable, asynchronous capacitive reset amplifier (PARCA) with NEF of 4.8 and dx/dt analog feature extractor demonstrate energy efficient ECG capture. A battery-powered, Bluetooth low energy (BLE) based, wearable platform with simultaneous ECG and PPG acquisition using this AFE has been demonstrated.","Ajit Sharma, Seung Bae Lee, Arup Polley, Sriram Narayanan, Wen Li, Terry Sculley, Srinath Ramaswamy",VDD=1.5V,,,,500,75,,,,,75,1.30E-06,1.00E+03,1,1.00E+03,1.30E+03,,282.9,,160.9,2.83E-01,190.85,VLSI
2016,13.3,OS,SDSC,0.065,A 16-channel Noise-Shaping Machine Learning Analog-Digital Interface,"A 16-channel machine learning digitizing interface embeds Inner-Product calculation within a Delta-Sigma Modulator (IPDSM) array canceling quantization noise and noise shaping the multiplicand. The prototype, with 16 independent IPDSM channels occupies a core area of 0.95mm2 in 65 nm CMOS. Each channel performs up to 100M multiplications/s. The system is demonstrated with a standard machine learning scheme for image recognition. It achieves the same classification accuracy for the MNIST set of hand-written digits as with the same algorithm on floating point DSP.","Fred N. Buhler, Adam E. Mendrela, Yong Lim, Jeffrey A. Fredenburg and Michael P. Flynn", ,,0.0594,,100000,69.1,,,,,69.1,2.41E-04,1.00E+08,500,2.00E+05,1.21E+03,,517.2,,155.3,2.59E-03,208.29,VLSI
2016,15.1,NQ,"SAR, TI",0.065,A 12-bit 1.6 GS/s Interleaved SAR ADC with Dual Reference Shifting and Interpolation Achieving 17.8 fJ/conv-step in 65nm CMOS,"A 12-bit SAR ADC architecture with dual reference shifting and interpolation technique has been proposed and implemented with 8-way time interleaving in 65nm CMOS. The proposed technique converts 4 bits per SAR conversion cycle with reduced overhead, which is a key to achieve both high speed and resolution while maintaining low power consumption. The measured peak SNDR is 72dB and remains above 65.3dB at 1-GHz input frequency at sample rate of 1.6 GS/s. It achieves a record power efficiency of 17.8fJ/conv-step among the recently published high-speed/resolution ADCs.","Jae-Won Nam, Mohsen Hassanpourghadi, Aoyang Zhang, and Mike Shuo-Wei Chen",VDD=1.1/1.2V,,0.9,72.1,1000000000,65,,,,72.1,65,3.77E-02,1.60E+09,1,1.60E+09,2.36E+01,7.2,16.2,175.4,168.3,1.01E-08,260.31,VLSI
2016,15.2,NQ,"Pipe, SAR, TI",0.028,A 14.6mW 12b 800MS/s 4?Time-Interleaved Pipelined SAR ADC achieving 60.8dB SNDR with Nyquist input and sampling timing skew of 60fsrms without calibration,"A 12b time-interleaved pipelined SAR ADC is presented. The proposed sampling circuit makes timing skew immune to mismatch of control circuit for time interleaving and reduces the main mismatch source to only sampling switch to achieve very low sampling skew of 60fsrms without calibration. MDAC transfer curve of pipeline stage is folded and OP output is kept half without degrading its gain and bandwidth by the proposed MDAC. The proposed OP loading reset scheme also enhances the settling speed without sacrificing ADC conversion time. Operating at 800MS/s, this ADC consumes 14.6mW from 1V supply and achieves SNDR of 60.8dB with Nyquist input.",Yuan-Ching Lien,VDD= 1V,,0.0928,62.2,400000000,60.8,,,,76,60.8,1.46E-02,8.00E+08,1,8.00E+08,1.83E+01,17.3,20.4,166.6,165.2,2.55E-08,254.21,VLSI
2016,15.3,NQ,SAR,0.04,"An Oscillator Collapse-Based Comparator with Application in a 74.1dB SNDR, 20KS/s 15b SAR ADC","This paper presents a new energy-efficient ring oscillator collapse-based comparator, which is demonstrated in a 15-bit SAR ADC. The comparator automatically adjusts comparison energy according to its input difference without any control, eliminating unnecessary energy spent on coarse comparisons. The employed SAR ADC supplements a 10-bit differential main CDAC with a 5-bit common-mode CDAC. This offers an additional 5 bits of resolution with common mode to differential gain tuning that improves linearity by reducing the effect of switch parasitic capacitance. A test chip fabricated in 40nm CMOS shows 74.12 dB SNDR and 173.4 dB FOMs. The comparator consumes 104 nW with the full ADC consuming 1.17 ?W.","Minseob Shim, Seokhyeon Jeong, Paul Myers, Suyoung Bang, Chulwoo Kim, Dennis Sylvester, David Blaauw and Wanyeong Jung", ,,0.315,,10000,74.1,,,,95.1,74.1,1.17E-06,2.00E+04,1,2.00E+04,5.85E+01,,14.1,,173.4,7.04E-04,216.45,VLSI
2016,15.4,NQ,SAR,0.09,A 0.44fJ/conversion-step 11b 600KS/s SAR ADC with Semi-Resting DAC,"A 0.3V 600KS/s 11b SAR ADC with semi-resting (SR) DAC, cascade-input (CI) comparator, and double rail-to-rail input range is implemented in 90nm CMOS. The SR DAC consumes only 6-13.5% switching energy of the state-of-the art works. The CI comparator consumes only 49% of power and 66% of decision time with an x3 front-stage gain boost. The prototype achieves a SNDR of 58.7dB, an ENOB of 9.46b, a power of 187nW, and a resulting FoM of 0.44fJ/conv.-step.","Sung-En Hsieh, Chih-Cheng Hsieh",VDD= 0.3V,,0.035,,300000,58.7,,,,70,58.7,1.87E-07,6.00E+05,1,6.00E+05,3.12E-01,,0.4,,180.8,7.38E-07,238.54,VLSI
2016,16.2,NQ,Flash,0.028,A 125 mW 8.5-11.5 Gb/s Serial Link Transceiver with a Dual Path 6-bit ADC/5-tap DFE Receiver and a 4-tap FFE Transmitter in 28 nm CMOS,"This paper describes an 8.5-11.5 Gb/s transceiver with a dual path receiver and a voltage-mode transmitter. The RX can operate either in ADC mode for complex loss channels such as optical multimode fiber or in DFE mode for copper-based backplane links. The ADC path implements a 2X interleaved 6-bit rectifying flash ADC using a programmable gain amplifier (PGA) with controlled bandwidth and peaking, comparator pipelining, and super-source follower circuit techniques. The LRM optical sensitivity requirements are met with a > 6 dB margin while achieving an ENOB of 4.59 bits at a 5 GHz input frequency. The TX/RX DFE path achieves copper channel loss compensation of 38 dB with BER < 10-12 at 11.5 Gb/s consuming 46mW from a 0.9V supply. The TX/RX ADC path consumes 125 mW at 10.3125 Gb/s. The TX/RX occupies 0.56 mm2 in a 28nm standard CMOS process.","Bharath Raghavan, Aida Varzaghani, Lakshmi Rao, Henry Park, Xiaochen Yang, Zhi Huang, Yu Chen, Rama Kattamuri, Chunhui Wu, Bo Zhang, Jun Cao, Afshin Momtaz, and Namik Kocaman",VDD=0.9V,,,30.7,5000000000,29.4,,,,,29.4,9.50E-02,1.03E+10,1,1.03E+10,9.21E+00,330.7,382.5,138,136.7,3.71E-08,236.87,VLSI
2016,19.1,NQ,"SAR, TI",0.028,A 23mW 24GS/s 6b Time-Interleaved Hybrid Two-Step ADC in 28nm CMOS,"We present a power- and area-efficient 24GS/s, 6b, 16-way time-interleaved (TI) ADC array, featuring a voltage-time (v/t) hybrid two-step structure for high-speed and low-power operation, a crosstalk-free SAR DAC topology and a non-hierarchical sampling frontend obviating reference and input buffers, respectively, for power and area savings. Background timingskew calibration via dithering a reference ADC is also reported. Fabricated in 28nm CMOS, the prototype ADC array consumes 23mW at 24GS/s and measures an SNDR/SFDR of 35/54dB for a low-frequency input and 29/41dB for a Nyquist input, respectively. The core area of the ADC is 0.03mm2.","Benwei Xu, Yuan Zhou, and Yun Chiu",VDD=0.85/0.95V,0.256,0.03,35,12000000000,29,,,,41,29,2.30E-02,2.40E+10,1,2.40E+10,9.58E-01,20.9,41.6,152.2,146.2,1.73E-09,249.98,VLSI
2016,19.2,NQ,"SAR, TI",0.016,A 8.2-mW 10-b 1.6-GS/s 4? TI SAR ADC with Fast Reference Charge Neutralization and Background Timing-Skew Calibration in 16-nm CMOS,"This paper presents a 4-way 1.6-GS/s time-interleaved (TI) SAR ADC with fast reference charge neutralization (CN) and background timing-skew calibration. The SAR sub-ADC uses a flip-flop-less digital control unit to achieve 400MS/s operation. The prototype in 16-nm CMOS occupies an active area of 0.023 mm2. From a 0.95-V supply, the power consumption is 8.2 mW at 1.6 GS/s. The peak SNDR is 55 dB and HF FOM is 19 fJ/conversion-step.","Ying-Zu Lin, Chih-Hou Tsai, Shan-Chih Tsou, Chao-Hsin Lu",VDD= 0.95V,,0.023,55,700000000,50.3,,,,61,50.3,8.20E-03,1.60E+09,1,1.60E+09,5.13E+00,11.2,19.2,164.9,160.2,1.20E-08,252.23,VLSI
2016,19.3,NQ,"Pipe, TI",0.028,A 14-bit 2.5GS/s and 5GS/s RF Sampling ADC with Background Calibration and Dither,"We describe a 14-bit 2.5GS/s non-interleaved pipelined ADC that relies on correlation-based background calibrations to correct the inter-stage gain, settling (dynamic), kick-back and memory errors. A new technique is employed to inject a large dither signal on the input to dither the non-linear kick-back on the ADC driver, and another large dither signal is injected to dither any residual non-linearity in the pipeline. In order to correct the effect of aging on the comparators, a new background calibration technique is employed to correct the comparator offsets. The ADC is fabricated as a dual in a 28nm CMOS process. An optional interleaved mode is provided, where the two ADCs on chip are time-interleaved to obtain a single 14-bit 5GS/s ADC. Background calibration of offset and gain mismatch and fixed calibration of timing mismatch between the two channels are implemented on chip.","Ahmed M.A. Ali, Huseyin Dinc, Paritosh Bhoraskar, Scott Puckett, Andy Morgan, Ning Zhu, Qicheng Yu, Chris Dillon, Bryce Gray, Jon Lanford, Matt McShea, Ushma Mehta, Scott Bardsley, Peter Derounian, Ryan Bunch, Ralph Moore and Gerry Taylor", ,,,63,2000000000,58,,,,70,58,2.30E+00,5.00E+09,1,5.00E+09,4.60E+02,398.5,708.7,153.4,148.4,1.42E-07,245.35,VLSI
2017,3.1,OS,SDCT,0.028,A 4.2mW 10MHz BW 74.4dB SNDR Fourth-Order CT DSM with Second-Order Digital Noise Coupling Utilizing an 8b SAR ADC,"A compact and low-power digital-domain noise coupling technique is proposed for higher-order CT DSM implementation, exploiting the architectural advantage of a SAR ADC and a simple digital filter. With an 8b SAR ADC and a second-order digital noise coupling filter, a prototype fourth-order DSM achieves 74.4dB SNDR for 10MHz BW with an OSR of 16 in a 28nm CMOS, showing an FoMS_DR of 174.5dB. ","I.-H. Jang, M.-J. Seo, M.-Y. Kim, J.-K. Lee, S.-Y. Baek, S.-W. Kwon, M. Choi, H.-J. Ko and S.-T. Ryu",VDD=1.1/1.2V,,0.1,,10000000,74.4,,80.8,,94.2,74.4,4.20E-03,3.20E+08,16,2.00E+07,2.10E+02,,49,,168.2,2.45E-06,241.2,VLSI
2017,3.2,OS,"SDCT, VCO",0.04,A 0.028mm2 19.8fJ/step 2nd-Order VCO-Based CT ?ä Modulator Using an Inherent Passive Integrator and Capacitive Feedback in 40nm CMOS ,"This paper presents an OTA-less 2nd-order VCO-based CT ?ä modulator featuring a passive integrator that makes use of the VCO?s inherent parasitic effect. A low-power capacitive feedback technique is also presented for robust loop compensation. Fabricated in 40nm CMOS, the prototype occupies 0.028mm2 of active area and consumes 524?W when sampling at 330MHz. The ?äM achieved peak Walden FoM of 19.8fJ/step with 68.6dB SNDR over 6MHz BW. ",S. Li and N. Sun, ,,0.028,,6000000,68.6,,70.8,,84.7,68.6,5.24E-04,3.30E+08,28,1.20E+07,4.37E+01,,19.9,,169.2,1.65E-06,240,VLSI
2017,3.3,OS,SDCT,0.04,A 5GS/s 156MHz BW 70dB DR Continuous-Time Sigma-Delta Modulator with TimeInterleaved Reference Data-Weighted Averaging ,"Conventional dynamic element matching limits the continuous time ä? ADC architecture at high speeds. This work introduces a Time-Interleaved Reference DataWeighted-Averaging (TI-RDWA) architecture that breaks the speed limitation of the traditional DEM decoder. Timeinterleaving eliminates the reference voltage settling bottleneck, enabling DWA operation at 5GHz, while still achieving the benefits of first order shaping of feedback DAC mismatch. The prototype 5GS/s ADC has 70dB and 84dB measured dynamic range and SFDR, respectively, in a 156MHz bandwidth. TI-RDWA improves SFDR by 17dB. The 40nm CMOS prototype consumes 233mW.","M. B. Dayanik, D. Weyer and M. P. Flynn",VDD=1.1/1.95/-0.55,,0.45,66.5,100000000,64,66.6,70,,83.3,64,2.33E-01,5.00E+09,16,3.12E+08,7.47E+02,432.4,576.6,154.8,152.3,1.85E-06,237.2,VLSI
2017,3.4,OS,SDCT,0.065,A 55?W 93.1dB-DR 20kHz-BW Single-Bit CT ?ä Modulator with Negative R-Assisted Integrator Achieving 178.7dB FoM in 65nm CMOS ,"This paper presents a 3rd order single-bit CT ?ä modulator with active-RC integrators using negative-R assistant at virtual ground, which mitigates opamp?s requirements including the thermal noise and linearity leading to a drastic power-saving. Fabricated in a 65nm CMOS process, the modulator occupies area of 0.27mm2. It achieves 100.5dB SFDR and 93.1dB DR in 20kHz BW, while consuming only 55?W from a 1.2V supply. This results in Schreier FoM of 178.7dB and Walden FoM of 63.1fJ/step.  Introduction ","M. Jang, S. Lee and Y. Chae",VDD=1.2V,,0.27,,5000,88.5,90.1,93.1,,100.5,88.5,5.50E-05,8.00E+06,200,4.00E+04,1.38E+03,,63.2,,174.1,1.58E-03,220.1,VLSI
2017,8.1,NQ,"Pipe, SAR, TI",0.016,A 16nm 69dB SNDR 300MSps ADC with Capacitive Reference Stabilization,"We present a 300 MSps 2 times interleaved pipelined SAR ADC in 16nm digital CMOS. It implements a new scheme to cancel reference voltage ripple due to DAC switching, greatly reducing requirements for decoupling capacitance and/or reference buffering, and achieves better than 76dB harmonic distortion. At 300 MSps, the peak ENOB is 11.2 bit with a power consumption of 3.6mW.","E. Martens, B. Hershberg and J. Craninckx", VDD=0.8V,4,0.11375,69.3,150000000,64,,,,73.6,64,3.60E-03,3.03E+08,1,3.03E+08,1.19E+01,5,9.2,175.5,170.2,3.03E-08,255.1,VLSI
2017,8.2,NQ,Pipe,0.028,A 9.1 ENOB 21.7fJ/conversion-step 10b 500MS/s Single-Channel Pipelined SAR ADC with a Current-Mode Fine ADC in 28nm CMOS,"A single-channel 10b pipelined SAR ADC with a gm-cell residue amplifier and a current-mode fine SAR ADC achieves a 500MS/s conversion rate in a 28nm CMOS process under a 1.0V supply. With background offset and gain calibration, the prototype ADC achieves an SNDR of 56.6dB at Nyquist. With power consumption of 6mW, it obtains a FoM of 21.7fJ/conversion-step.","K.-J. Moon, H.-W. Kang, D.-S. Jo, M.-Y. Kim, S.-Y. Baek, M. Choi, H.-J. Ko and S.-T. Ryu",VDD=1V,0.256,0.015,56.7,251000000,56.6,,,,69.2,56.6,6.00E-03,5.00E+08,1,5.00E+08,1.20E+01,21.5,21.7,162.9,162.8,4.34E-08,249.8,VLSI
2017,8.3,NQ,Pipe,0.028,"A Single-Channel, 600Msps, 12bit, Ringamp-Based Pipelined ADC in 28nm CMOS","A pipelined ADC is presented that exploits the low but very constant (over output swing) open-loop gain characteristic of the ring amplifier (ringamp) to achieve high SFDR in low voltage nanoscale CMOS designs. A dynamic ringamp biasing scheme using CMOS resistors and an active ringamp-based common-mode feedback (CMFB) are also introduced. The
implemented prototype achieves 56.3dB SNDR and 69.2dB SFDR at 600Msps, consuming 14.2mW from a 0.9V supply, resulting in a Figure-of-Merit (FoM) of 44.3fJ/conv.-step.","J. Lagos, B. Hershberg, E. Martens, P. Wambacq and J. Craninckx",VDD=0.9V,0.2,0.62,58.1,293000000,56.3,,,,69.2,56.3,1.42E-02,6.00E+08,1,6.00E+08,2.37E+01,36,44.3,161.3,159.5,7.39E-08,247.3,VLSI
